semantic,subtype,direction,boundary,checks_total,checks_valid,prompt_seed_total,success_rate,paired_delta,baseline_correct_checks,retention,count_target_mae
spatial_relation,left_right,suffix,5,20,20,20,0.6,0.0,12,1.0,
spatial_relation,left_right,suffix,6,20,20,20,0.6,0.0,12,1.0,
spatial_relation,left_right,suffix,7,20,20,20,0.6,0.0,12,1.0,
spatial_relation,left_right,suffix,8,20,20,20,0.55,-0.05,12,0.9166666666666666,
spatial_relation,left_right,suffix,9,20,20,20,0.6,0.0,12,1.0,
spatial_relation,left_right,suffix,10,20,20,20,0.6,0.0,12,1.0,
spatial_relation,left_right,suffix,11,20,20,20,0.6,0.0,12,1.0,
spatial_relation,left_right,suffix,12,20,20,20,0.6,0.0,12,1.0,
spatial_relation,left_right,suffix,13,20,20,20,0.6,0.0,12,1.0,
texture,all,prefix,0,50,50,50,0.88,0.0,44,1.0,
texture,all,prefix,1,50,50,50,0.86,-0.02,44,0.9318181818181818,
texture,all,prefix,2,50,50,50,0.76,-0.12,44,0.8409090909090909,
texture,all,prefix,3,50,50,50,0.56,-0.32,44,0.6363636363636364,
texture,all,prefix,4,50,50,50,0.5,-0.38,44,0.5681818181818182,
texture,all,prefix,5,50,50,50,0.34,-0.54,44,0.38636363636363635,
texture,all,prefix,6,50,50,50,0.24,-0.64,44,0.2727272727272727,
texture,all,prefix,7,50,50,50,0.22,-0.66,44,0.25,
texture,all,prefix,8,50,50,50,0.2,-0.68,44,0.22727272727272727,
texture,all,prefix,9,50,50,50,0.22,-0.66,44,0.25,
texture,all,prefix,10,50,50,50,0.22,-0.66,44,0.25,
texture,all,prefix,11,50,50,50,0.2,-0.68,44,0.22727272727272727,
texture,all,prefix,12,50,50,50,0.2,-0.68,44,0.22727272727272727,
texture,all,prefix,13,50,50,50,0.22,-0.66,44,0.25,
texture,all,suffix,0,50,50,50,0.22,-0.66,44,0.25,
texture,all,suffix,1,50,50,50,0.2,-0.68,44,0.22727272727272727,
texture,all,suffix,2,50,50,50,0.3,-0.58,44,0.3409090909090909,
texture,all,suffix,3,50,50,50,0.42,-0.46,44,0.4772727272727273,
texture,all,suffix,4,50,50,50,0.66,-0.22,44,0.7272727272727273,
texture,all,suffix,5,50,50,50,0.68,-0.2,44,0.7727272727272727,
texture,all,suffix,6,50,50,50,0.86,-0.02,44,0.9318181818181818,
texture,all,suffix,7,50,50,50,0.9,0.02,44,0.9545454545454546,
texture,all,suffix,8,50,50,50,0.9,0.02,44,0.9545454545454546,
texture,all,suffix,9,50,50,50,0.94,0.06,44,1.0,
texture,all,suffix,10,50,50,50,0.9,0.02,44,0.9772727272727273,
texture,all,suffix,11,50,50,50,0.9,0.02,44,0.9772727272727273,
texture,all,suffix,12,50,50,50,0.9,0.02,44,1.0,
texture,all,suffix,13,50,50,50,0.88,0.0,44,1.0,
texture,pattern,prefix,0,30,30,30,0.9333333333333333,0.0,28,1.0,
texture,pattern,prefix,1,30,30,30,0.8666666666666667,-0.06666666666666667,28,0.8928571428571429,
texture,pattern,prefix,2,30,30,30,0.7333333333333333,-0.2,28,0.7857142857142857,
texture,pattern,prefix,3,30,30,30,0.5,-0.43333333333333335,28,0.5357142857142857,
texture,pattern,prefix,4,30,30,30,0.4,-0.5333333333333333,28,0.42857142857142855,
texture,pattern,prefix,5,30,30,30,0.16666666666666666,-0.7666666666666667,28,0.17857142857142858,
texture,pattern,prefix,6,30,30,30,0.03333333333333333,-0.9,28,0.03571428571428571,
texture,pattern,prefix,7,30,30,30,0.03333333333333333,-0.9,28,0.03571428571428571,
texture,pattern,prefix,8,30,30,30,0.0,-0.9333333333333333,28,0.0,
texture,pattern,prefix,9,30,30,30,0.0,-0.9333333333333333,28,0.0,
texture,pattern,prefix,10,30,30,30,0.0,-0.9333333333333333,28,0.0,
texture,pattern,prefix,11,30,30,30,0.0,-0.9333333333333333,28,0.0,
texture,pattern,prefix,12,30,30,30,0.0,-0.9333333333333333,28,0.0,
texture,pattern,prefix,13,30,30,30,0.0,-0.9333333333333333,28,0.0,
texture,pattern,suffix,0,30,30,30,0.0,-0.9333333333333333,28,0.0,
texture,pattern,suffix,1,30,30,30,0.0,-0.9333333333333333,28,0.0,
texture,pattern,suffix,2,30,30,30,0.03333333333333333,-0.9,28,0.03571428571428571,
texture,pattern,suffix,3,30,30,30,0.23333333333333334,-0.7,28,0.25,
texture,pattern,suffix,4,30,30,30,0.6333333333333333,-0.3,28,0.6428571428571429,
texture,pattern,suffix,5,30,30,30,0.6333333333333333,-0.3,28,0.6785714285714286,
texture,pattern,suffix,6,30,30,30,0.8666666666666667,-0.06666666666666667,28,0.8928571428571429,
texture,pattern,suffix,7,30,30,30,0.9,-0.03333333333333333,28,0.9285714285714286,
texture,pattern,suffix,8,30,30,30,0.9333333333333333,0.0,28,0.9642857142857143,
texture,pattern,suffix,9,30,30,30,0.9666666666666667,0.03333333333333333,28,1.0,
texture,pattern,suffix,10,30,30,30,0.9333333333333333,0.0,28,0.9642857142857143,
texture,pattern,suffix,11,30,30,30,0.9666666666666667,0.03333333333333333,28,1.0,
texture,pattern,suffix,12,30,30,30,0.9666666666666667,0.03333333333333333,28,1.0,
texture,pattern,suffix,13,30,30,30,0.9333333333333333,0.0,28,1.0,
texture,surface,prefix,0,20,20,20,0.8,0.0,16,1.0,
texture,surface,prefix,1,20,20,20,0.85,0.05,16,1.0,
texture,surface,prefix,2,20,20,20,0.8,0.0,16,0.9375,
texture,surface,prefix,3,20,20,20,0.65,-0.15,16,0.8125,
texture,surface,prefix,4,20,20,20,0.65,-0.15,16,0.8125,
texture,surface,prefix,5,20,20,20,0.6,-0.2,16,0.75,
texture,surface,prefix,6,20,20,20,0.55,-0.25,16,0.6875,
texture,surface,prefix,7,20,20,20,0.5,-0.3,16,0.625,
texture,surface,prefix,8,20,20,20,0.5,-0.3,16,0.625,
texture,surface,prefix,9,20,20,20,0.55,-0.25,16,0.6875,
texture,surface,prefix,10,20,20,20,0.55,-0.25,16,0.6875,
texture,surface,prefix,11,20,20,20,0.5,-0.3,16,0.625,
texture,surface,prefix,12,20,20,20,0.5,-0.3,16,0.625,
texture,surface,prefix,13,20,20,20,0.55,-0.25,16,0.6875,
texture,surface,suffix,0,20,20,20,0.55,-0.25,16,0.6875,
texture,surface,suffix,1,20,20,20,0.5,-0.3,16,0.625,
texture,surface,suffix,2,20,20,20,0.7,-0.1,16,0.875,
texture,surface,suffix,3,20,20,20,0.7,-0.1,16,0.875,
texture,surface,suffix,4,20,20,20,0.7,-0.1,16,0.875,
texture,surface,suffix,5,20,20,20,0.75,-0.05,16,0.9375,
texture,surface,suffix,6,20,20,20,0.85,0.05,16,1.0,
texture,surface,suffix,7,20,20,20,0.9,0.1,16,1.0,
texture,surface,suffix,8,20,20,20,0.85,0.05,16,0.9375,
texture,surface,suffix,9,20,20,20,0.9,0.1,16,1.0,
texture,surface,suffix,10,20,20,20,0.85,0.05,16,1.0,
texture,surface,suffix,11,20,20,20,0.8,0.0,16,0.9375,
texture,surface,suffix,12,20,20,20,0.8,0.0,16,1.0,
texture,surface,suffix,13,20,20,20,0.8,0.0,16,1.0,
